"Comment","Class"
"Hi, how long does it take to get a Schengen Visa and what is the cost?","false"
"I need work","false"
"What’s the cost and process for tourist visa for china","false"
"Jop","false"
"Tourist visit\n","false"
"I need visa to travel to Portugal with my family. Spouse and children having Portuguese citizenship.","false"
"looking for tourist visa for Japan","false"
"I need schengen visa. Please send us details","false"
"Pakistan \n","false"
"I would like to have information about the US tourist visa application and timeline. Thank you","false"
"want to apply for usa visa","false"
"Dirver","false"
"Viset","false"
"TikTok likes view and flowers","false"
"Hello \nI hope you well\nam looking for US visit visa kindly contact me back&gt;\n Thanks,,","false"
"I want usa visit visa for visiting","false"
"I\\'d like to inquire for the visa","false"
"Need weldar visa","false"
"I need a visit visa of usa in 25th January","false"
"Hello good evening I hope you fell well I want to move dubai to us so help me to I want to go there how I can apply and get the appointment for us immigration I hope are u understand me I wanna start working there or get the experience and good live","false"
"Dghdgdhsh","false"
"I need to work in Singapore","false"
"I need work permit helper","false"
"I am interested to apply work visa sponsorship company","false"
"i would like to apply for Schengen visa for Italy or France","false"
"Is it possible from Bangladesh?","false"
"I am use resident and syrian national and want to get a tourist visa to china","false"
"about finland visa","false"
"I need tourist or business visa to china","false"
"I\\'m looking for store keeper job because I have 25 years experience as a storekeeper Incharge in Sri Lanka at Akbar Brothers pvt Ltd.","false"
"Dear All,\ni am looking for schengen visa","false"
"Schengen visa . \n","false"
"I am 46 yrs old is there a chance for me to in Australia","false"
"عمل","false"
"Hi I\\'m sufyan I looking for a USA vizet viza I\\'m very exited to vizet a US its Thank you","false"
"China Visa Application","false"
"I looking for travelling to US for my brothers graduation","false"
"Hi need a visa for work travel to China in 4 weeks.","false"
"I am Pakistan coalifakesan matrek UAE 2yares","false"
"I need a job and I will work to help my family and serve you","false"
"I need visiting visa to usa","false"
"enquiring","false"
"I need to know how to get USA 10 years Tourist visa","false"
"TOURIST VISA","false"
"I am indian am entries US work visa","false"
"Hello, i had a couple of questions regarding the visa application and everything to do with it. Thank you","false"
"Hi. I\\'m Mashfukur Rahman \nAge 20. \nPlace help me. I need a good \nWork. I\\'m not happy Ther. \nMy family to much Problem inside \nNow i Have no Many, and no have work, place Give me one work, place give one scunge, anything work no problem i did , place one scunge, place Kindly give on job for us place ","false"
"HI CALL ME BACK AFTER 3PM","false"
"Dear sir/madam I have rewritten this message pleading if u can grant me an opportunity to get employer who can sponsor my visa I come to Australia and work from there it will be a pleasure to me thank you","false"
"Hi dear hope doing well","false"
"i want to travel to spain for a visit with a friend , i just wanted to learn more about the visa process\n","false"
"I need work","false"
"What is the price for the Tourist visa ?","false"
"for Travel","false"
"I will happy if I have this opportunity","false"
"US tourist visa with spouse","false"
"Cooking","false"
"Send","false"
"i would like to travel in shengen countries as a tourist","false"
"Vise","false"
"I want to apply for Schengen visa","false"
"Ji","false"
"Hello dear I\\'m and Company forman driver","false"
"i need a poland tourist visa \n","false"
"الاستفسار عن الفيزا السياحيه لروسيا","false"
"Looking for Singapore visit visa","false"
"I need work permit schengen visa\n","false"
"I wanna go to Australia how is the process?","false"
"how many days to the visa","false"
"Hello, I am eager to travel to the US in the near future.","false"
"selim","false"
"Urgent request adopt daughter visitor visa to USA. Will need to depart for USA by 3rd of December","false"
"Hello everyone i am good worker good Discipline good experience because I have no money you help me give me free visa and ticket I am ready working any work no problem because problem money","false"
"I urgently need an invitation letter to go to China ,wuhan and stay for 15 days","false"
"Us travel visa","false"
" I am in Abu Dhabi city electra street ,, can i have Singapore work visa","false"
"call","false"
"Yes","false"
"Добрый день! Мне нужна виза в Испанию, собираемся лететь 10 декабря. Или если не удастся её сделать к этому сроку, то в принципе Шенген любой страны\nБуду рада помощи","false"
"I am automotive technician looking for opportunity in Japan","false"
"ءر","false"
"I want to visit usa","false"
"I need a visa for travelling to France, I\\'m a Emirates ID holder and want to find out what documents or what steps I should take in order to get the visa for France.\nThank you.","false"
"Need a visa to go to Portugal for a week starting 25- November 2024. I am accompanying my husband who is attending a medical Conference in Lisbon.","false"
"I NEED WORK PERMIT\n","false"
"going for work","false"
"J\\'aimerais immigrer vers le Luxembourg","false"
"Work permit visa","false"
"I want to know more about schengen visa processing","false"
"\nI Have Visa and Licences","false"
"I will like to apply for a Schengen visa to Europe for a short holiday visit","false"
"I want to apply for the driver job I have heavy wekle laisence I am in Dubai 0502554673","false"
"FOR VISIT VISA","false"
"I want a visa to France tourism and then I want to go Switzerland, can you assist me?","false"
"need for tourism for me and wife","false"
"Italy Visa","false"
"Need Help to apply for B2/B1 visa.\n","false"
"How can I book appointment","false"
"Hungary visa","false"
"After how many days I get visa","false"
"I need a consultation about gold visa","false"
"Can i go romaniya for work ,i need job there in romaniya","false"
" i am planning for trip of Singapore so i just want to know how to get visa","false"
"Hy\nGood afternoon \nAm umer after long time i was found work permit but to much frauds.\nSo i see your sucess ratio is good so i trust you .\nPls can you tell me in current Which vacancy is available or which country pls send me details .\nProfessionally am security officer or Patrolling officer is in Dubai since 16 years .\nSo pls give me a chance for my kids future .\nI shall b very thank full to you \nYour obedient \nUmer","false"
"Schengen visa","false"
"Visa for our nanny to help us during our trip visiting our family during Christmas holiday","false"
"Applying for the visa","false"
"Visa to Croatia","false"
"I am looking US work permit","false"
"Iam searching for supplier to work with us B2B, please if you can do it, please share with me the price list.","false"
"23245","false"
"I am looking for a business visa for spain and struggling to book an appointment with BLS. the travel is on he 01st Dec. is it possible to help with the appointment. i already had 2 schengen visas issued to me in 2015 and 2017 and also hold a valid USA visa. i need an urgent processing. can you assist. This is for me to attend a conference in barcelona from the 03rd to the 05th. I hold an Indian passport and am a resident of Abu dhabi.","false"
